title,production_countries,revenue,id,genres,vote_count,original_language,imdb_id,release_date,popularity,budget,vote_average,runtime
Paradox Effect,"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1064375,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",39,en,tt14416430,2024-06-27,142.637,0,5.769,0
OVERLORD: The Sacred Kingdom,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1014505,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",2,ja,tt14603848,2024-09-20,142.498,0,10.0,0
The Wages of Fear,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",0,984324,"[{'id': 28, 'name': 'Action'}]",427,fr,tt27487473,2024-03-28,141.564,0,6.232,107
She Taught Love,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1007723,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",4,en,tt7983904,2024-09-27,140.054,0,3.8,102
The Avengers,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1518815515,24428,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",30553,en,tt0848228,2012-04-25,139.538,220000000,7.718,143
Fall,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",17363261,985939,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",3812,en,tt15325794,2022-08-11,138.758,3000000,7.188,107
Indiana Jones and the Dial of Destiny,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",383900000,335977,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",3287,en,tt1462764,2023-06-25,138.629,294700000,6.583,155
Justice League: Crisis on Infinite Earths Part Two,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1209288,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",172,en,tt30150907,2024-04-22,137.779,0,7.0,94
Wish,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",254997360,1022796,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",1406,en,tt11304740,2023-11-13,137.747,175000000,6.366,95
Open Season,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",14990406,1001026,"[{'id': 35, 'name': 'Comedy'}]",78,fr,tt9115752,2023-12-20,137.734,9827000,6.077,101
May the 12th Be with You,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1284004,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",44,en,tt32268303,2024-05-09,137.035,0,5.557,5
Harry Potter and the Deathly Hallows: Part 2,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1341511219,12445,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",20366,en,tt1201607,2011-07-12,136.791,125000000,8.1,130
The Forge,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",27504062,1186532,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",9,en,tt26731216,2024-08-22,136.736,5000000,6.667,123
SPY x FAMILY CODE: White,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",59256423,1062807,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",423,ja,tt26684398,2023-12-22,136.494,5000000,7.018,110
"Miraculous: Ladybug & Cat Noir, The Movie","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}]",40208268,496450,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",846,fr,tt10364034,2023-07-05,135.452,86000000,7.661,107
Kalikot,"[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",0,1241748,"[{'id': 18, 'name': 'Drama'}]",9,tl,tt31539969,2024-03-12,134.749,0,6.667,49
The Strangers: Chapter 1,"[{'iso_3166_1': 'SK', 'name': 'Slovakia'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",42452206,1010600,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",333,en,tt22050754,2024-05-15,133.983,8500000,5.901,92
Consent,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",4686249,956964,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",154,fr,tt26255020,2023-10-11,133.79,3700000,6.873,119
Je ne suis pas un héros,"[{'iso_3166_1': 'FR', 'name': 'France'}]",460904,1004255,"[{'id': 35, 'name': 'Comedy'}]",44,fr,tt29198884,2023-11-22,133.673,0,6.1,101
The Deep Dark,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,976830,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",75,fr,tt20452218,2023-11-15,133.666,0,5.7,103
The Roundup: No Way Out,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",83410298,955555,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",410,ko,tt21364552,2023-05-31,133.432,0,7.216,105
Gone Girl,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",370890259,210577,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",18437,en,tt2267998,2014-10-01,133.276,61000000,7.893,149
Fly Me to the Moon,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",41613297,956842,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",501,en,tt1896747,2024-07-10,132.64,100000000,7.0,132
Crescent City,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1245708,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",39,en,tt18884172,2024-08-16,132.512,0,6.0,103
The Matrix,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",463517383,603,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",25468,en,tt0133093,1999-03-31,132.083,63000000,8.217,136
Harry Potter and the Order of the Phoenix,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",938212738,675,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",19264,en,tt0373889,2007-07-08,131.011,150000000,7.68,138
Megamind vs. the Doom Syndicate,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1239251,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",132,en,tt31122323,2024-03-29,130.907,0,4.8,83
Godzilla Minus One,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",115857413,940721,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",2185,ja,tt23289160,2023-11-03,130.565,15000000,7.576,124
Damsel,"[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5000,763215,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2091,en,tt13452446,2024-03-07,130.51,60000000,7.07,107
Detective Conan: Black Iron Submarine,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",106771806,1047041,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",93,ja,tt27521477,2023-04-14,130.123,0,6.8,110
Attack of the Meth Gator,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1091298,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",15,en,tt26899693,2024-09-05,129.716,0,5.1,85
Shrek 2,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",935454538,809,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",12172,en,tt0298148,2004-05-19,129.508,150000000,7.28,92
A Quiet Place Part II,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",297372261,520763,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",6427,en,tt8332922,2021-05-21,129.305,61000000,7.491,96
Technoboys,"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",0,1250786,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",26,es,tt31487553,2024-09-05,128.607,0,6.635,109
Bad Boys,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",141407024,9737,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6282,en,tt0112442,1995-04-07,127.504,19000000,6.814,119
Mission: Cross,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",0,1002088,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",102,ko,tt30515931,2024-08-05,127.327,0,6.892,100
Abigail,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",42241257,1111873,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1080,en,tt27489557,2024-04-16,126.284,28000000,6.825,109
Dune,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",407573628,438631,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",12470,en,tt1160419,2021-09-15,125.578,165000000,7.785,155
Chief of Station,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1093995,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",123,en,tt21301418,2024-05-02,125.339,0,6.211,93
The Little Mermaid,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",569626289,447277,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",2873,en,tt5971474,2023-05-18,124.804,297000000,6.351,135
Harry Potter and the Deathly Hallows: Part 1,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",954305868,12444,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",18878,en,tt0926084,2010-11-17,123.793,250000000,7.752,146
Smile,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",217408513,882598,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2999,en,tt15474916,2022-09-23,123.294,17000000,6.667,115
Evil Dead Rise,"[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",146700000,713704,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3010,en,tt13345606,2023-04-12,122.548,15000000,7.0,96
(500) Days of Summer,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",60781545,19913,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9993,en,tt1022603,2009-07-17,122.479,7500000,7.285,95
The Lord of the Rings: The War of the Rohirrim,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,839033,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",0,en,tt14824600,2024-12-11,122.293,0,0.0,130
Between the Temples,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2113603,1125073,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7,en,tt27722375,2024-08-22,121.852,0,5.1,111
The Three Musketeers: Milady,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",21730766,845111,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",563,fr,tt12672620,2023-12-13,121.516,39000000,6.465,121
Autumn and the Black Jaguar,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,959098,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",87,fr,tt16740144,2024-02-01,121.28,0,6.638,100
Top Gun: Maverick,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1488732821,361743,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",9069,en,tt1745960,2022-05-21,120.392,170000000,8.204,131
Aquaman and the Lost Kingdom,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",434381226,572802,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2722,en,tt9663764,2023-12-20,120.326,205000000,6.684,124
Talk to Me,"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",92000000,1008042,"[{'id': 27, 'name': 'Horror'}]",2856,en,tt10638522,2023-07-26,120.05,4500000,7.154,95
Rebel Moon - Part One: A Child of Fire,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,848326,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2068,en,tt14998742,2023-12-15,120.039,83000000,6.3,134
MR-9: Do or Die,"[{'iso_3166_1': 'BD', 'name': 'Bangladesh'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7100000,1016346,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",148,bn,tt9044418,2023-08-25,119.49,6700000,6.5,107
Minions: The Rise of Gru,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",940203765,438148,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",3555,en,tt5113044,2022-06-29,119.43,85000000,7.324,87
The Last Kumite,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",65000000,1115623,"[{'id': 28, 'name': 'Action'}]",98,en,tt17351056,2024-05-09,119.37,1303000,6.781,105
Luca,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",51074773,508943,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",8249,en,tt12801262,2021-06-17,119.363,200000000,7.821,95
Kleks Academy,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",15348026,1026999,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",135,pl,tt20857676,2024-01-05,119.248,0,6.142,130
Gladiator,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",465361176,98,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",18298,en,tt0172495,2000-05-04,118.524,103000000,8.218,155
Harry Potter and the Half-Blood Prince,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",933959197,767,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",19244,en,tt0417741,2009-07-15,118.489,250000000,7.692,153
Boy Kills World,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3139717,882059,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",503,en,tt13923084,2024-04-24,118.382,18000000,6.86,110
Unang Tikim,"[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",0,1308821,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2,tl,tt32264942,2024-07-07,118.221,0,5.0,99
Rebel Moon - Part Two: The Scargiver,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,934632,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",1091,en,tt23137904,2024-04-19,118.198,83000000,6.12,123
Sleeping Dogs,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,978592,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",280,en,tt8542964,2024-03-21,118.124,0,7.225,112
Afire,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2147526,900379,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",138,de,tt26440619,2023-04-20,118.05,0,6.982,103
Never Let Go,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4449065,814889,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",51,en,tt14415204,2024-09-18,117.765,20000000,5.9,101
Ape vs Mecha Ape,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1094844,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",271,en,tt26785742,2023-03-24,117.099,0,5.812,80
Oomuro-ke: Dear Friends,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1211716,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",5,ja,tt32424190,2024-06-21,116.854,0,7.9,44
Trouble,"[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",0,1210794,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",30,sv,tt30217143,2024-10-02,116.413,0,7.283,98
Stranger in the Woods,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1175038,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",89,en,tt19316408,2024-02-14,116.395,0,6.225,82
Spider-Man: Far From Home,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1131927996,429617,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",15505,en,tt6320628,2019-06-28,116.147,160000000,7.426,129
Battle Over Britain,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,1136318,"[{'id': 10752, 'name': 'War'}]",77,en,tt18829674,2023-12-01,115.901,0,7.195,80
Gran Turismo,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",121700000,980489,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",2616,en,tt4495098,2023-08-09,115.858,60000000,7.821,135
Sri Asih,"[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",4577403,624091,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",107,id,tt10994712,2022-11-17,115.77,1242172,6.269,134
Justice League: Crisis on Infinite Earths Part One,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1155089,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",287,en,tt29195117,2024-01-08,115.631,70000000,7.6,93
Expend4bles,"[{'iso_3166_1': 'BG', 'name': 'Bulgaria'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",37917985,299054,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1487,en,tt3291150,2023-09-15,115.482,100000000,6.191,103
The Incredibles,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",631442092,9806,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",17497,en,tt0317705,2004-10-27,115.432,92000000,7.71,115
Mufasa: The Lion King,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,762509,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",0,en,tt13186482,2024-12-18,115.123,0,0.0,0
Kraven the Hunter,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,539972,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",0,en,tt8790086,2024-12-11,114.761,0,0.0,0
The Forbidden Play,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1145291,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",22,ja,tt26758292,2023-09-08,114.754,0,5.614,110
Breathe,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,720321,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",111,en,tt11540468,2024-04-04,114.101,0,5.113,93
Winnie-the-Pooh: Blood and Honey 2,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7582541,1079485,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",205,en,tt23330554,2024-03-26,113.963,415000,6.4,93
Spitfire Over Berlin,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,976906,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",55,en,tt13434866,2022-05-13,113.576,0,5.42,80
The King Tide,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,1159477,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",53,en,tt6632018,2024-04-26,113.288,0,7.066,103
Robot Dreams,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",4656348,838240,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",496,es,tt13429870,2023-12-06,113.009,5300000,8.1,102
The Radleys,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,1139713,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7,en,tt22889928,2024-10-04,112.875,0,5.357,115
Black Panther: Wakanda Forever,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",859102154,505642,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6392,en,tt9114286,2022-11-09,112.454,250000000,7.1,162
Your Fault,"[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1156593,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,es,,2024-12-26,111.865,0,0.0,0
Ultraman: Rising,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,829402,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",250,en,tt9471678,2024-06-14,111.002,0,8.376,117
Dawn of the Planet of the Apes,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",710644566,119450,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11289,en,tt2103281,2014-07-08,110.607,170000000,7.329,130
You Gotta Believe,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1369201,1143508,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",11,en,tt15685360,2024-08-30,110.44,0,6.182,104
Dìdi (弟弟),"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5067608,1158915,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",51,en,tt30319503,2024-07-26,110.229,0,7.2,94
El Candidato Honesto,"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",0,1278099,"[{'id': 35, 'name': 'Comedy'}]",31,es,tt24516018,2024-08-08,109.938,0,6.984,95
Guy Ritchie's The Covenant,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",20000000,882569,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2427,en,tt4873118,2023-04-19,109.689,55000000,7.761,123
Ghosted,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,868759,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1739,en,tt15326988,2023-04-18,107.563,40000000,6.966,117
Black Adam,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",393452111,436270,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6185,en,tt6443346,2022-10-19,107.493,200000000,6.913,125
The Equalizer 3,"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",190000000,926393,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2887,en,tt17024450,2023-08-30,107.234,70000000,7.33,109
